Documento 1,Documento 2,Similitud (%)
doc_generado_46.txt,doc_generado_89.txt,0.01
doc_generado_34.txt,doc_generado_89.txt,0.01
doc_generado_15.txt,doc_generado_89.txt,0.01
doc_generado_100.txt,doc_generado_89.txt,0.01
documento6.txt,doc_generado_89.txt,0.01
doc_generado_80.txt,doc_generado_82.txt,0.01
doc_generado_74.txt,doc_generado_82.txt,0.01
doc_generado_7.txt,doc_generado_80.txt,0.01
doc_generado_7.txt,doc_generado_74.txt,0.01
doc_generado_68.txt,doc_generado_80.txt,0.01
doc_generado_68.txt,doc_generado_74.txt,0.01
doc_generado_65.txt,doc_generado_80.txt,0.01
doc_generado_65.txt,doc_generado_74.txt,0.01
doc_generado_58.txt,doc_generado_80.txt,0.01
doc_generado_58.txt,doc_generado_74.txt,0.01
doc_generado_55.txt,doc_generado_82.txt,0.01
doc_generado_55.txt,doc_generado_7.txt,0.01
doc_generado_55.txt,doc_generado_68.txt,0.01
doc_generado_55.txt,doc_generado_65.txt,0.01
doc_generado_55.txt,doc_generado_58.txt,0.01
doc_generado_39.txt,doc_generado_82.txt,0.01
doc_generado_39.txt,doc_generado_7.txt,0.01
doc_generado_39.txt,doc_generado_68.txt,0.01
doc_generado_39.txt,doc_generado_65.txt,0.01
doc_generado_39.txt,doc_generado_58.txt,0.01
doc_generado_37.txt,doc_generado_82.txt,0.01
doc_generado_37.txt,doc_generado_7.txt,0.01
doc_generado_37.txt,doc_generado_68.txt,0.01
doc_generado_37.txt,doc_generado_65.txt,0.01
doc_generado_37.txt,doc_generado_58.txt,0.01
doc_generado_34.txt,doc_generado_80.txt,0.01
doc_generado_34.txt,doc_generado_74.txt,0.01
doc_generado_34.txt,doc_generado_55.txt,0.01
doc_generado_34.txt,doc_generado_39.txt,0.01
doc_generado_34.txt,doc_generado_37.txt,0.01
doc_generado_15.txt,doc_generado_80.txt,0.01
doc_generado_15.txt,doc_generado_74.txt,0.01
doc_generado_15.txt,doc_generado_55.txt,0.01
doc_generado_15.txt,doc_generado_39.txt,0.01
doc_generado_15.txt,doc_generado_37.txt,0.01
doc_generado_100.txt,doc_generado_80.txt,0.01
doc_generado_100.txt,doc_generado_74.txt,0.01
doc_generado_100.txt,doc_generado_55.txt,0.01
doc_generado_100.txt,doc_generado_39.txt,0.01
doc_generado_100.txt,doc_generado_37.txt,0.01
doc_generado_10.txt,doc_generado_82.txt,0.01
doc_generado_10.txt,doc_generado_7.txt,0.01
doc_generado_10.txt,doc_generado_68.txt,0.01
doc_generado_10.txt,doc_generado_65.txt,0.01
doc_generado_10.txt,doc_generado_58.txt,0.01
doc_generado_10.txt,doc_generado_34.txt,0.01
doc_generado_10.txt,doc_generado_15.txt,0.01
doc_generado_10.txt,doc_generado_100.txt,0.01
documento6.txt,doc_generado_80.txt,0.01
documento6.txt,doc_generado_74.txt,0.01
documento6.txt,doc_generado_55.txt,0.01
documento6.txt,doc_generado_39.txt,0.01
documento6.txt,doc_generado_37.txt,0.01
documento6.txt,doc_generado_10.txt,0.01
documento3.txt,doc_generado_82.txt,0.01
documento3.txt,doc_generado_7.txt,0.01
documento3.txt,doc_generado_68.txt,0.01
documento3.txt,doc_generado_65.txt,0.01
documento3.txt,doc_generado_58.txt,0.01
documento3.txt,doc_generado_34.txt,0.01
documento3.txt,doc_generado_15.txt,0.01
documento3.txt,doc_generado_100.txt,0.01
documento3.txt,documento6.txt,0.01
doc_generado_46.txt,doc_generado_80.txt,0.01
doc_generado_46.txt,doc_generado_74.txt,0.01
doc_generado_39.txt,doc_generado_46.txt,0.01
doc_generado_38.txt,doc_generado_60.txt,0.01
doc_generado_37.txt,doc_generado_46.txt,0.01
doc_generado_30.txt,doc_generado_61.txt,0.01
doc_generado_10.txt,doc_generado_46.txt,0.01
documento3.txt,doc_generado_46.txt,0.01
doc_generado_30.txt,doc_generado_47.txt,0.01
doc_generado_86.txt,doc_generado_89.txt,0.01
doc_generado_2.txt,doc_generado_89.txt,0.01
doc_generado_80.txt,doc_generado_86.txt,0.01
doc_generado_74.txt,doc_generado_86.txt,0.01
doc_generado_60.txt,doc_generado_82.txt,0.01
doc_generado_60.txt,doc_generado_7.txt,0.01
doc_generado_60.txt,doc_generado_68.txt,0.01
doc_generado_60.txt,doc_generado_65.txt,0.01
doc_generado_58.txt,doc_generado_60.txt,0.01
doc_generado_55.txt,doc_generado_86.txt,0.01
doc_generado_39.txt,doc_generado_86.txt,0.01
doc_generado_37.txt,doc_generado_86.txt,0.01
doc_generado_34.txt,doc_generado_60.txt,0.01
doc_generado_2.txt,doc_generado_80.txt,0.01
doc_generado_2.txt,doc_generado_74.txt,0.01
doc_generado_2.txt,doc_generado_55.txt,0.01
doc_generado_2.txt,doc_generado_39.txt,0.01
doc_generado_2.txt,doc_generado_37.txt,0.01
doc_generado_15.txt,doc_generado_60.txt,0.01
doc_generado_100.txt,doc_generado_60.txt,0.01
doc_generado_10.txt,doc_generado_86.txt,0.01
doc_generado_10.txt,doc_generado_2.txt,0.01
documento6.txt,doc_generado_60.txt,0.01
documento3.txt,doc_generado_86.txt,0.01
documento3.txt,doc_generado_2.txt,0.01
doc_generado_46.txt,doc_generado_60.txt,0.01
doc_generado_38.txt,doc_generado_48.txt,0.01
doc_generado_16.txt,doc_generado_38.txt,0.01
doc_generado_38.txt,doc_generado_85.txt,0.01
doc_generado_38.txt,doc_generado_5.txt,0.01
doc_generado_48.txt,doc_generado_82.txt,0.01
doc_generado_48.txt,doc_generado_7.txt,0.01
doc_generado_48.txt,doc_generado_68.txt,0.01
doc_generado_48.txt,doc_generado_65.txt,0.01
doc_generado_48.txt,doc_generado_58.txt,0.01
doc_generado_34.txt,doc_generado_48.txt,0.01
doc_generado_15.txt,doc_generado_48.txt,0.01
doc_generado_100.txt,doc_generado_48.txt,0.01
documento6.txt,doc_generado_48.txt,0.01
doc_generado_16.txt,doc_generado_82.txt,0.01
doc_generado_16.txt,doc_generado_7.txt,0.01
doc_generado_16.txt,doc_generado_68.txt,0.01
doc_generado_16.txt,doc_generado_65.txt,0.01
doc_generado_16.txt,doc_generado_58.txt,0.01
doc_generado_16.txt,doc_generado_34.txt,0.01
doc_generado_15.txt,doc_generado_16.txt,0.01
doc_generado_100.txt,doc_generado_16.txt,0.01
documento6.txt,doc_generado_16.txt,0.01
doc_generado_38.txt,doc_generado_53.txt,0.01
doc_generado_82.txt,doc_generado_85.txt,0.01
doc_generado_7.txt,doc_generado_85.txt,0.01
doc_generado_68.txt,doc_generado_85.txt,0.01
doc_generado_65.txt,doc_generado_85.txt,0.01
doc_generado_58.txt,doc_generado_85.txt,0.01
doc_generado_5.txt,doc_generado_82.txt,0.01
doc_generado_5.txt,doc_generado_7.txt,0.01
doc_generado_5.txt,doc_generado_68.txt,0.01
doc_generado_5.txt,doc_generado_65.txt,0.01
doc_generado_5.txt,doc_generado_58.txt,0.01
doc_generado_34.txt,doc_generado_85.txt,0.01
doc_generado_34.txt,doc_generado_5.txt,0.01
doc_generado_15.txt,doc_generado_85.txt,0.01
doc_generado_15.txt,doc_generado_5.txt,0.01
doc_generado_100.txt,doc_generado_85.txt,0.01
doc_generado_100.txt,doc_generado_5.txt,0.01
documento6.txt,doc_generado_85.txt,0.01
documento6.txt,doc_generado_5.txt,0.01
doc_generado_46.txt,doc_generado_48.txt,0.01
doc_generado_30.txt,doc_generado_92.txt,0.01
doc_generado_30.txt,doc_generado_87.txt,0.01
doc_generado_30.txt,doc_generado_77.txt,0.01
doc_generado_30.txt,doc_generado_76.txt,0.01
doc_generado_30.txt,doc_generado_71.txt,0.01
doc_generado_30.txt,doc_generado_70.txt,0.01
doc_generado_30.txt,doc_generado_69.txt,0.01
doc_generado_30.txt,doc_generado_66.txt,0.01
doc_generado_30.txt,doc_generado_49.txt,0.01
doc_generado_30.txt,doc_generado_43.txt,0.01
doc_generado_30.txt,doc_generado_41.txt,0.01
doc_generado_30.txt,doc_generado_4.txt,0.01
doc_generado_30.txt,doc_generado_35.txt,0.01
doc_generado_3.txt,doc_generado_30.txt,0.01
doc_generado_29.txt,doc_generado_30.txt,0.01
doc_generado_28.txt,doc_generado_30.txt,0.01
doc_generado_19.txt,doc_generado_98.txt,0.01
documento2.txt,doc_generado_30.txt,0.01
doc_generado_16.txt,doc_generado_46.txt,0.01
doc_generado_53.txt,doc_generado_82.txt,0.01
doc_generado_53.txt,doc_generado_7.txt,0.01
doc_generado_53.txt,doc_generado_68.txt,0.01
doc_generado_53.txt,doc_generado_65.txt,0.01
doc_generado_53.txt,doc_generado_58.txt,0.01
doc_generado_34.txt,doc_generado_53.txt,0.01
doc_generado_15.txt,doc_generado_53.txt,0.01
doc_generado_100.txt,doc_generado_53.txt,0.01
documento6.txt,doc_generado_53.txt,0.01
doc_generado_46.txt,doc_generado_85.txt,0.01
doc_generado_46.txt,doc_generado_5.txt,0.01
doc_generado_13.txt,doc_generado_98.txt,0.01
doc_generado_21.txt,doc_generado_32.txt,0.01
doc_generado_48.txt,doc_generado_86.txt,0.01
doc_generado_2.txt,doc_generado_48.txt,0.01
doc_generado_16.txt,doc_generado_86.txt,0.01
doc_generado_16.txt,doc_generado_2.txt,0.01
doc_generado_91.txt,doc_generado_92.txt,0.01
doc_generado_90.txt,doc_generado_92.txt,0.01
doc_generado_56.txt,doc_generado_98.txt,0.01
doc_generado_33.txt,doc_generado_92.txt,0.01
doc_generado_26.txt,doc_generado_92.txt,0.01
doc_generado_25.txt,doc_generado_92.txt,0.01
doc_generado_12.txt,doc_generado_92.txt,0.01
doc_generado_1.txt,doc_generado_92.txt,0.01
documento5.txt,doc_generado_92.txt,0.01
doc_generado_85.txt,doc_generado_86.txt,0.01
doc_generado_5.txt,doc_generado_86.txt,0.01
doc_generado_2.txt,doc_generado_85.txt,0.01
doc_generado_2.txt,doc_generado_5.txt,0.01
doc_generado_46.txt,doc_generado_53.txt,0.01
doc_generado_21.txt,doc_generado_98.txt,0.01
doc_generado_53.txt,doc_generado_86.txt,0.01
doc_generado_2.txt,doc_generado_53.txt,0.01
doc_generado_92.txt,doc_generado_94.txt,0.01
doc_generado_19.txt,doc_generado_89.txt,0.01
doc_generado_75.txt,doc_generado_82.txt,0.01
doc_generado_7.txt,doc_generado_75.txt,0.01
doc_generado_68.txt,doc_generado_75.txt,0.01
doc_generado_65.txt,doc_generado_75.txt,0.01
doc_generado_58.txt,doc_generado_75.txt,0.01
doc_generado_34.txt,doc_generado_75.txt,0.01
doc_generado_19.txt,doc_generado_80.txt,0.01
doc_generado_19.txt,doc_generado_74.txt,0.01
doc_generado_19.txt,doc_generado_39.txt,0.01
doc_generado_19.txt,doc_generado_37.txt,0.01
doc_generado_15.txt,doc_generado_75.txt,0.01
doc_generado_100.txt,doc_generado_75.txt,0.01
doc_generado_10.txt,doc_generado_19.txt,0.01
documento6.txt,doc_generado_75.txt,0.01
documento3.txt,doc_generado_19.txt,0.01
doc_generado_13.txt,doc_generado_89.txt,0.01
doc_generado_30.txt,doc_generado_98.txt,0.01
doc_generado_13.txt,doc_generado_80.txt,0.01
doc_generado_13.txt,doc_generado_74.txt,0.01
doc_generado_13.txt,doc_generado_39.txt,0.01
doc_generado_13.txt,doc_generado_37.txt,0.01
doc_generado_10.txt,doc_generado_13.txt,0.01
documento3.txt,doc_generado_13.txt,0.01
doc_generado_64.txt,doc_generado_98.txt,0.01
doc_generado_56.txt,doc_generado_89.txt,0.01
doc_generado_23.txt,doc_generado_30.txt,0.01
doc_generado_56.txt,doc_generado_80.txt,0.01
doc_generado_56.txt,doc_generado_74.txt,0.01
doc_generado_55.txt,doc_generado_56.txt,0.01
doc_generado_39.txt,doc_generado_56.txt,0.01
doc_generado_37.txt,doc_generado_56.txt,0.01
doc_generado_21.txt,doc_generado_89.txt,0.01
doc_generado_10.txt,doc_generado_56.txt,0.01
documento3.txt,doc_generado_56.txt,0.01
doc_generado_21.txt,doc_generado_79.txt,0.01
doc_generado_21.txt,doc_generado_80.txt,0.01
doc_generado_21.txt,doc_generado_74.txt,0.01
doc_generado_21.txt,doc_generado_55.txt,0.01
doc_generado_21.txt,doc_generado_39.txt,0.01
doc_generado_21.txt,doc_generado_37.txt,0.01
doc_generado_10.txt,doc_generado_21.txt,0.01
documento3.txt,doc_generado_21.txt,0.01
doc_generado_32.txt,doc_generado_91.txt,0.01
doc_generado_32.txt,doc_generado_90.txt,0.01
doc_generado_32.txt,doc_generado_33.txt,0.01
doc_generado_26.txt,doc_generado_32.txt,0.01
doc_generado_25.txt,doc_generado_32.txt,0.01
doc_generado_12.txt,doc_generado_32.txt,0.01
doc_generado_1.txt,doc_generado_32.txt,0.01
documento5.txt,doc_generado_32.txt,0.01
doc_generado_75.txt,doc_generado_86.txt,0.01
doc_generado_2.txt,doc_generado_75.txt,0.01
doc_generado_19.txt,doc_generado_60.txt,0.01
doc_generado_59.txt,doc_generado_67.txt,0.01
doc_generado_17.txt,doc_generado_30.txt,0.01
doc_generado_13.txt,doc_generado_60.txt,0.01
doc_generado_30.txt,doc_generado_89.txt,0.01
doc_generado_67.txt,doc_generado_75.txt,0.01
doc_generado_32.txt,doc_generado_94.txt,0.01
doc_generado_64.txt,doc_generado_89.txt,0.01
doc_generado_56.txt,doc_generado_60.txt,0.01
doc_generado_30.txt,doc_generado_80.txt,0.01
doc_generado_30.txt,doc_generado_74.txt,0.01
doc_generado_30.txt,doc_generado_55.txt,0.01
doc_generado_30.txt,doc_generado_39.txt,0.01
doc_generado_30.txt,doc_generado_37.txt,0.01
doc_generado_22.txt,doc_generado_30.txt,0.01
doc_generado_10.txt,doc_generado_30.txt,0.01
documento3.txt,doc_generado_30.txt,0.01
doc_generado_30.txt,doc_generado_79.txt,0.01
doc_generado_64.txt,doc_generado_80.txt,0.01
doc_generado_64.txt,doc_generado_74.txt,0.01
doc_generado_39.txt,doc_generado_64.txt,0.01
doc_generado_37.txt,doc_generado_64.txt,0.01
doc_generado_30.txt,doc_generado_9.txt,0.01
doc_generado_21.txt,doc_generado_60.txt,0.01
doc_generado_10.txt,doc_generado_64.txt,0.01
documento3.txt,doc_generado_64.txt,0.01
doc_generado_79.txt,doc_generado_98.txt,0.01
doc_generado_30.txt,doc_generado_51.txt,0.01
doc_generado_19.txt,doc_generado_48.txt,0.01
doc_generado_16.txt,doc_generado_19.txt,0.01
doc_generado_19.txt,doc_generado_85.txt,0.01
doc_generado_19.txt,doc_generado_5.txt,0.01
doc_generado_13.txt,doc_generado_48.txt,0.01
doc_generado_61.txt,doc_generado_75.txt,0.01
doc_generado_30.txt,doc_generado_60.txt,0.01
doc_generado_13.txt,doc_generado_16.txt,0.01
doc_generado_60.txt,doc_generado_64.txt,0.01
doc_generado_48.txt,doc_generado_56.txt,0.01
doc_generado_47.txt,doc_generado_75.txt,0.01
doc_generado_13.txt,doc_generado_85.txt,0.01
doc_generado_13.txt,doc_generado_5.txt,0.01
doc_generado_97.txt,doc_generado_98.txt,0.01
doc_generado_93.txt,doc_generado_98.txt,0.01
doc_generado_84.txt,doc_generado_98.txt,0.01
doc_generado_57.txt,doc_generado_98.txt,0.01
doc_generado_42.txt,doc_generado_98.txt,0.01
doc_generado_31.txt,doc_generado_98.txt,0.01
doc_generado_27.txt,doc_generado_98.txt,0.01
doc_generado_24.txt,doc_generado_98.txt,0.01
doc_generado_21.txt,doc_generado_48.txt,0.01
doc_generado_19.txt,doc_generado_53.txt,0.01
doc_generado_18.txt,doc_generado_98.txt,0.01
doc_generado_16.txt,doc_generado_56.txt,0.01
documento1.txt,doc_generado_98.txt,0.01
doc_generado_79.txt,doc_generado_89.txt,0.01
doc_generado_56.txt,doc_generado_85.txt,0.01
doc_generado_5.txt,doc_generado_56.txt,0.01
doc_generado_20.txt,doc_generado_98.txt,0.01
doc_generado_16.txt,doc_generado_21.txt,0.01
doc_generado_79.txt,doc_generado_80.txt,0.01
doc_generado_74.txt,doc_generado_79.txt,0.01
doc_generado_55.txt,doc_generado_79.txt,0.01
doc_generado_39.txt,doc_generado_79.txt,0.01
doc_generado_37.txt,doc_generado_79.txt,0.01
doc_generado_21.txt,doc_generado_85.txt,0.01
doc_generado_21.txt,doc_generado_5.txt,0.01
doc_generado_13.txt,doc_generado_53.txt,0.01
doc_generado_10.txt,doc_generado_79.txt,0.01
documento3.txt,doc_generado_79.txt,0.01
doc_generado_53.txt,doc_generado_56.txt,0.01
doc_generado_30.txt,doc_generado_48.txt,0.01
doc_generado_21.txt,doc_generado_53.txt,0.01
doc_generado_48.txt,doc_generado_64.txt,0.01
doc_generado_16.txt,doc_generado_30.txt,0.01
doc_generado_89.txt,doc_generado_97.txt,0.01
doc_generado_89.txt,doc_generado_93.txt,0.01
doc_generado_84.txt,doc_generado_89.txt,0.01
doc_generado_57.txt,doc_generado_89.txt,0.01
doc_generado_42.txt,doc_generado_89.txt,0.01
doc_generado_31.txt,doc_generado_89.txt,0.01
doc_generado_30.txt,doc_generado_85.txt,0.01
doc_generado_30.txt,doc_generado_5.txt,0.01
doc_generado_27.txt,doc_generado_89.txt,0.01
doc_generado_24.txt,doc_generado_89.txt,0.01
doc_generado_18.txt,doc_generado_89.txt,0.01
doc_generado_16.txt,doc_generado_64.txt,0.01
documento1.txt,doc_generado_89.txt,0.01
doc_generado_80.txt,doc_generado_97.txt,0.01
doc_generado_80.txt,doc_generado_93.txt,0.01
doc_generado_80.txt,doc_generado_84.txt,0.01
doc_generado_74.txt,doc_generado_97.txt,0.01
doc_generado_74.txt,doc_generado_93.txt,0.01
doc_generado_74.txt,doc_generado_84.txt,0.01
doc_generado_64.txt,doc_generado_85.txt,0.01
doc_generado_60.txt,doc_generado_79.txt,0.01
doc_generado_57.txt,doc_generado_80.txt,0.01
doc_generado_57.txt,doc_generado_74.txt,0.01
doc_generado_5.txt,doc_generado_64.txt,0.01
doc_generado_42.txt,doc_generado_80.txt,0.01
doc_generado_42.txt,doc_generado_74.txt,0.01
doc_generado_39.txt,doc_generado_97.txt,0.01
doc_generado_39.txt,doc_generado_93.txt,0.01
doc_generado_39.txt,doc_generado_84.txt,0.01
doc_generado_39.txt,doc_generado_57.txt,0.01
doc_generado_39.txt,doc_generado_42.txt,0.01
doc_generado_37.txt,doc_generado_97.txt,0.01
doc_generado_37.txt,doc_generado_93.txt,0.01
doc_generado_37.txt,doc_generado_84.txt,0.01
doc_generado_37.txt,doc_generado_57.txt,0.01
doc_generado_37.txt,doc_generado_42.txt,0.01
doc_generado_31.txt,doc_generado_80.txt,0.01
doc_generado_31.txt,doc_generado_74.txt,0.01
doc_generado_31.txt,doc_generado_39.txt,0.01
doc_generado_31.txt,doc_generado_37.txt,0.01
doc_generado_27.txt,doc_generado_80.txt,0.01
doc_generado_27.txt,doc_generado_74.txt,0.01
doc_generado_27.txt,doc_generado_39.txt,0.01
doc_generado_27.txt,doc_generado_37.txt,0.01
doc_generado_24.txt,doc_generado_80.txt,0.01
doc_generado_24.txt,doc_generado_74.txt,0.01
doc_generado_24.txt,doc_generado_39.txt,0.01
doc_generado_24.txt,doc_generado_37.txt,0.01
doc_generado_20.txt,doc_generado_89.txt,0.01
doc_generado_18.txt,doc_generado_80.txt,0.01
doc_generado_18.txt,doc_generado_74.txt,0.01
doc_generado_18.txt,doc_generado_39.txt,0.01
doc_generado_18.txt,doc_generado_37.txt,0.01
doc_generado_10.txt,doc_generado_97.txt,0.01
doc_generado_10.txt,doc_generado_93.txt,0.01
doc_generado_10.txt,doc_generado_84.txt,0.01
doc_generado_10.txt,doc_generado_57.txt,0.01
doc_generado_10.txt,doc_generado_42.txt,0.01
doc_generado_10.txt,doc_generado_31.txt,0.01
doc_generado_10.txt,doc_generado_27.txt,0.01
doc_generado_10.txt,doc_generado_24.txt,0.01
doc_generado_10.txt,doc_generado_18.txt,0.01
documento3.txt,doc_generado_97.txt,0.01
documento3.txt,doc_generado_93.txt,0.01
documento3.txt,doc_generado_84.txt,0.01
documento3.txt,doc_generado_57.txt,0.01
documento3.txt,doc_generado_42.txt,0.01
documento3.txt,doc_generado_31.txt,0.01
documento3.txt,doc_generado_27.txt,0.01
documento3.txt,doc_generado_24.txt,0.01
documento3.txt,doc_generado_18.txt,0.01
documento1.txt,doc_generado_80.txt,0.01
documento1.txt,doc_generado_74.txt,0.01
documento1.txt,doc_generado_39.txt,0.01
documento1.txt,doc_generado_37.txt,0.01
documento1.txt,doc_generado_10.txt,0.01
documento1.txt,documento3.txt,0.01
doc_generado_20.txt,doc_generado_80.txt,0.01
doc_generado_20.txt,doc_generado_74.txt,0.01
doc_generado_20.txt,doc_generado_39.txt,0.01
doc_generado_20.txt,doc_generado_37.txt,0.01
doc_generado_10.txt,doc_generado_20.txt,0.01
documento3.txt,doc_generado_20.txt,0.01
doc_generado_30.txt,doc_generado_53.txt,0.01
doc_generado_75.txt,doc_generado_87.txt,0.01
doc_generado_75.txt,doc_generado_77.txt,0.01
doc_generado_75.txt,doc_generado_76.txt,0.01
doc_generado_71.txt,doc_generado_75.txt,0.01
doc_generado_70.txt,doc_generado_75.txt,0.01
doc_generado_69.txt,doc_generado_75.txt,0.01
doc_generado_66.txt,doc_generado_75.txt,0.01
doc_generado_53.txt,doc_generado_64.txt,0.01
doc_generado_49.txt,doc_generado_75.txt,0.01
doc_generado_43.txt,doc_generado_75.txt,0.01
doc_generado_41.txt,doc_generado_75.txt,0.01
doc_generado_4.txt,doc_generado_75.txt,0.01
doc_generado_35.txt,doc_generado_75.txt,0.01
doc_generado_3.txt,doc_generado_75.txt,0.01
doc_generado_29.txt,doc_generado_75.txt,0.01
doc_generado_28.txt,doc_generado_75.txt,0.01
documento2.txt,doc_generado_75.txt,0.01
doc_generado_16.txt,doc_generado_51.txt,0.01
doc_generado_60.txt,doc_generado_97.txt,0.01
doc_generado_60.txt,doc_generado_93.txt,0.01
doc_generado_60.txt,doc_generado_84.txt,0.01
doc_generado_57.txt,doc_generado_60.txt,0.01
doc_generado_42.txt,doc_generado_60.txt,0.01
doc_generado_31.txt,doc_generado_60.txt,0.01
doc_generado_27.txt,doc_generado_60.txt,0.01
doc_generado_24.txt,doc_generado_60.txt,0.01
doc_generado_18.txt,doc_generado_60.txt,0.01
documento1.txt,doc_generado_60.txt,0.01
doc_generado_48.txt,doc_generado_79.txt,0.01
doc_generado_20.txt,doc_generado_60.txt,0.01
doc_generado_98.txt,doc_generado_99.txt,0.01
doc_generado_16.txt,doc_generado_79.txt,0.01
doc_generado_79.txt,doc_generado_85.txt,0.01
doc_generado_5.txt,doc_generado_79.txt,0.01
doc_generado_96.txt,doc_generado_98.txt,0.01
doc_generado_53.txt,doc_generado_79.txt,0.01
doc_generado_48.txt,doc_generado_97.txt,0.01
doc_generado_48.txt,doc_generado_93.txt,0.01
doc_generado_48.txt,doc_generado_84.txt,0.01
doc_generado_48.txt,doc_generado_57.txt,0.01
doc_generado_42.txt,doc_generado_48.txt,0.01
doc_generado_31.txt,doc_generado_48.txt,0.01
doc_generado_27.txt,doc_generado_48.txt,0.01
doc_generado_24.txt,doc_generado_48.txt,0.01
doc_generado_18.txt,doc_generado_48.txt,0.01
documento1.txt,doc_generado_48.txt,0.01
doc_generado_23.txt,doc_generado_75.txt,0.01
doc_generado_20.txt,doc_generado_48.txt,0.01
doc_generado_16.txt,doc_generado_97.txt,0.01
doc_generado_16.txt,doc_generado_93.txt,0.01
doc_generado_16.txt,doc_generado_84.txt,0.01
doc_generado_16.txt,doc_generado_57.txt,0.01
doc_generado_16.txt,doc_generado_42.txt,0.01
doc_generado_16.txt,doc_generado_31.txt,0.01
doc_generado_16.txt,doc_generado_27.txt,0.01
doc_generado_16.txt,doc_generado_24.txt,0.01
doc_generado_16.txt,doc_generado_18.txt,0.01
documento1.txt,doc_generado_16.txt,0.01
doc_generado_89.txt,doc_generado_99.txt,0.01
doc_generado_85.txt,doc_generado_97.txt,0.01
